"condition_id","mission","algorithm","top_k_level","top_k_rate","top_k_cells","trial_id","run_generation","device_id","build_id","journaled_at","scenario_file","scenario_sha256","trial_status","total_team_steps","max_steps_any_robot","events_processed","allocator_call_count","timed_allocator_call_count","calls_with_filter","candidate_filter_invocation_count","call_class_counts","allocator_time_total_us","allocator_time_mean_us","allocator_time_median_us","allocator_time_p95_us","allocator_time_max_us","candidate_filter_time_total_us","candidate_filter_time_mean_us","candidate_filter_time_median_us","candidate_filter_time_p95_us","candidate_filter_time_max_us","allocator_exclusive_time_total_us","allocator_exclusive_time_mean_us","allocator_exclusive_time_median_us","allocator_exclusive_time_p95_us","allocator_exclusive_time_max_us","campaign_id","campaign_manifest_schema","campaign_manifest_sha256","implementation_id","campaign_build_id","build_manifest_sha256","allocator_source_bundle_sha256","deployed_module_set_sha256","host_source_sha256","simulator_source_sha256","analysis_valid","invalidation_reason","historical_system_csv","historical_system_sha256"
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","7","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785598274.4410167","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","37","10","89","21","21","15","15","cached_or_maintenance:2;candidate_filter_only:3;partial_bundle_refill:16","11782408.0","561067.0476190476","741701.0","888744.0","904838.0","8970627.0","427172.71428571426","544165.0","735258.0","743828.0","2811781.0","133894.33333333334","153486.0","226203.0","233443.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","12","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785599292.820299","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","155","39","333","150","150","15","15","cached_or_maintenance:131;candidate_filter_only:6;partial_bundle_refill:13","12543289.0","83621.92666666667","20009.5","659742.0","768792.0","7656138.0","51040.92","0.0","492241.0","569337.0","4887151.0","32581.006666666668","20009.5","170943.0","200120.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","32","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785601033.8806274","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","277","73","654","217","217","86","86","cached_or_maintenance:127;candidate_filter_only:33;partial_bundle_refill:57","63833690.0","294164.470046083","20257.0","768670.0","812478.0","39814325.0","183476.15207373272","0.0","494403.0","573623.0","24019365.0","110688.31797235023","20257.0","323653.0","378649.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","45","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785602525.7632592","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","230","59","509","182","182","45","45","cached_or_maintenance:133;candidate_filter_only:1;partial_bundle_refill:48","35404211.0","194528.63186813187","19832.5","767860.0","817662.0","21652720.0","118970.98901098901","0.0","486611.0","610628.0","13751491.0","75557.64285714286","19832.5","303623.0","334810.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","50","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785605904.1264489","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","564","144","1427","212","212","212","212","candidate_filter_only:30;partial_bundle_refill:182","224832904.0","1060532.566037736","1034687.5","1391556.0","1412009.0","92261457.0","435195.55188679247","443561.5","535739.0","708250.0","132571447.0","625337.0141509434","580591.0","1076767.0","1110960.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","56","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785608102.1729486","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","345","89","814","255","255","85","85","cached_or_maintenance:166;candidate_filter_only:19;partial_bundle_refill:70","63966556.0","250849.23921568628","20245.0","777236.0","821048.0","36846683.0","144496.79607843136","0.0","462218.0","553946.0","27119873.0","106352.4431372549","20245.0","381441.0","423566.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","67","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785609764.768058","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","226","58","575","154","154","105","105","cached_or_maintenance:45;candidate_filter_only:34;partial_bundle_refill:75","88663226.0","575735.2337662338","773632.5","958134.0","980554.0","53554214.0","347754.63636363635","485345.0","535233.0","674203.0","35109012.0","227980.5974025974","232753.0","475055.0","512862.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","80","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785611325.1277454","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","316","80","774","132","132","110","110","cached_or_maintenance:18;candidate_filter_only:18;partial_bundle_refill:96","90568369.0","686124.0075757576","808996.5","942501.0","983802.0","55969810.0","424013.7121212121","498733.5","560736.0","728525.0","34598559.0","262110.29545454544","277048.5","508397.0","544307.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","94","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785612713.7730088","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","282","72","681","132","132","92","92","cached_or_maintenance:36;candidate_filter_only:16;partial_bundle_refill:80","75862491.0","574715.8409090909","754869.5","957102.0","974708.0","45427718.0","344149.3787878788","475271.5","522676.0","649353.0","30434773.0","230566.46212121213","238766.5","493013.0","531921.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
"bayesian_acbba_topk_001_k4","bayesian","ACBBA","1%","0.01","4","108","1","e4621cb30b0b342f","micropython_1_24_o0_2539f0c4fe4d","1785614248.356802","C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator\scenarios\final_trial_500.csv","9139f6a4fa259016f0e650489d605333758491b62151a742e406cc17dd5df085","completed","238","60","518","214","214","27","27","cached_or_maintenance:183;candidate_filter_only:4;partial_bundle_refill:27","21138216.0","98776.71028037384","20006.0","655997.0","708326.0","12226772.0","57134.44859813084","0.0","445634.0","512484.0","8911444.0","41642.26168224299","20006.0","206842.0","229245.0","pololu_native_persistent_v8","2","e777f7ae8944d7a130951714be14106d5782ffa9cff0129d3091bb3c8ec67166","pololu_native_persistent_hil_v2","micropython_1_24_o0_2539f0c4fe4d","7684d516952e0656d0881c747cd9632348836a2864f8ea1052c9071dd05e09eb","2539f0c4fe4db9ca6287187ad6ff1c96f70dd9a348a9db27b27887dd76a1b268","ec22e9364753a0d5d0801fcda6681caf53fea1e55820ca6a151aada4c19cf4ee","b1c51cb7bdb531f461f8bb8832fef6ab74619bffe0fef7294b38d72c241fd19a","c083045f59564893f24b408a2f18f2a9d3df1dab845750d51b4c4d27446a17c8","True","","",""
