trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max
0,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,380,90,290,302,82,0,3,2,776,2323,0,384,392,776,0,596,0,0.0,2.5695364238410594,2.0551724137931036,0.0,0.0,0.0,clue:12;collision_intent:383;state:380;target:1,96,197,0.0662251655629138,completed,190,547.877361,22.829486,33.363028,0.393008,300,514.5143330000001,18.15494
1,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,95,53,42,99,0,0,0,0,195,581,0,96,99,195,0,89,0,0.0,1.9696969696969697,2.119047619047619,0.0,0.0,0.0,clue:4;collision_intent:95;state:95;target:1,24,50,0.007575757575757569,completed,66,99.26657800000001,8.005366,5.509878,0.340307,38,93.7567,2.632894
2,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,214,98,116,185,33,0,1,1,439,1314,0,217,222,439,0,243,0,0.0,2.372972972972973,2.0948275862068964,0.0,0.0,0.0,clue:8;collision_intent:216;state:214;target:1,55,113,0.014864864864864824,completed,148,362.009121,21.923952,34.440765,16.4535,148,327.568356,17.998402
3,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,324,67,257,248,80,0,10,10,675,2020,0,335,340,675,0,540,0,0.0,2.721774193548387,2.1011673151750974,0.0,0.0,0.0,clue:16;collision_intent:334;state:324;target:1,81,170,0.0625,completed,157,590.1487529999999,22.002317,31.326507000000003,0.458766,264,558.822246,17.923845
4,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,39,24,15,42,1,0,0,0,83,246,0,40,43,83,0,35,0,0.0,1.9761904761904763,2.3333333333333335,0.0,0.0,0.0,clue:4;collision_intent:39;state:39;target:1,10,22,0.03571428571428581,completed,27,49.898496,22.259652,2.3490979999999997,0.385297,11,47.549398,18.987805
5,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,394,122,272,295,103,0,0,0,805,2411,0,395,410,805,0,561,0,0.0,2.7288135593220337,2.0625,0.0,0.0,0.0,clue:16;collision_intent:394;state:394;target:1,100,204,0.08220338983050857,completed,204,561.178945,29.823114,30.206449000000003,0.463759,248,530.972496,25.924155
6,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,65,21,44,64,5,0,0,0,136,403,0,67,69,136,0,94,0,0.0,2.125,2.1363636363636362,0.0,0.0,0.0,clue:4;collision_intent:66;state:65;target:1,17,36,0.0625,completed,43,190.785098,8.75753,8.256976,0.356403,68,182.528122,2.893332
7,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,39,5,34,40,3,0,0,0,88,260,0,41,47,88,0,77,0,0.0,2.2,2.264705882352941,0.0,0.0,0.0,clue:8;collision_intent:40;state:39;target:1,10,23,0.0625,completed,20,103.632592,9.074382,4.442107,0.372628,35,99.190485,3.041134
8,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,185,34,151,162,27,0,9,6,394,1180,0,197,197,394,0,326,0,0.0,2.432098765432099,2.1589403973509933,0.0,0.0,0.0,clue:12;collision_intent:196;state:185;target:1,47,99,0.0092592592592593,completed,98,552.991839,22.886316,22.371963,0.531244,189,530.619876,18.846978
9,dcta_parity_v1,custom,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DMCHBA,ideal,1.0,19,361,4,0.01,4,,,bayesian_dmchba_topk_001_k4,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,0,12,16,0,0,0,0,29,81,0,13,16,29,0,29,0,0.0,1.8125,2.4166666666666665,0.0,0.0,0.0,clue:4;collision_intent:12;state:12;target:1,3,8,0.0,completed,8,25.201525,6.306677,1.371726,0.312501,8,23.829799,3.04891
